epdg.epc.mnc001.mcc202.pub.3gppnetwork.org.,GR_20201_COSMOTE - Mobile Telecommunications S.A.,94.143.177.210,False,GR,GR,True,COSMOTE-GR Cosmote Mobile Telecommunications S.A.
epdg.epc.mnc001.mcc202.pub.3gppnetwork.org.,GR_20201_COSMOTE - Mobile Telecommunications S.A.,94.143.178.220,False,GR,GR,True,COSMOTE-GR Cosmote Mobile Telecommunications S.A.
epdg.epc.mnc001.mcc202.pub.3gppnetwork.org.,GR_20201_COSMOTE - Mobile Telecommunications S.A.,94.143.176.242,False,GR,GR,True,COSMOTE-GR Cosmote Mobile Telecommunications S.A.
epdg.epc.mnc005.mcc202.pub.3gppnetwork.org.,GR_20205_Vodafone Greece,62.74.30.4,False,GR,GR,True,"HOL-GR Athens, Greece"
epdg.epc.mnc005.mcc202.pub.3gppnetwork.org.,GR_20205_Vodafone Greece,62.74.30.36,False,GR,GR,True,"HOL-GR Athens, Greece"
epdg.epc.mnc010.mcc202.pub.3gppnetwork.org.,GR_20210_Wind Hellas Telecommunications S.A.,84.254.12.96,False,GR,GR,True,WIND-AS
epdg.epc.mnc010.mcc202.pub.3gppnetwork.org.,GR_20210_Wind Hellas Telecommunications S.A.,84.254.12.97,False,GR,GR,True,WIND-AS
epdg.epc.mnc003.mcc204.pub.3gppnetwork.org.,NL_20403_Enreach Netherlands B.V.,94.247.7.71,False,NL,NL,True,REDHOSTING-AS
epdg.epc.mnc004.mcc204.pub.3gppnetwork.org.,NL_20404_Vodafone Libertel B.V.,109.39.144.148,False,NL,NL,True,VFNL-AS Vodafone NL Autonomous System
epdg.epc.mnc008.mcc204.pub.3gppnetwork.org.,NL_20408_KPN Mobile The Netherlands B.V.,62.133.76.240,False,NL,NL,True,KPN KPN National
epdg.epc.mnc016.mcc204.pub.3gppnetwork.org.,NL_20416_T-Mobile Netherlands B.V,84.241.238.66,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc016.mcc204.pub.3gppnetwork.org.,NL_20416_T-Mobile Netherlands B.V,84.241.238.67,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc020.mcc204.pub.3gppnetwork.org.,NL_20420_T-Mobile Netherlands B.V,84.241.236.217,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc020.mcc204.pub.3gppnetwork.org.,NL_20420_T-Mobile Netherlands B.V,84.241.236.222,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc020.mcc204.pub.3gppnetwork.org.,NL_20420_T-Mobile Netherlands B.V,84.241.236.219,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc020.mcc204.pub.3gppnetwork.org.,NL_20420_T-Mobile Netherlands B.V,84.241.236.220,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc020.mcc204.pub.3gppnetwork.org.,NL_20420_T-Mobile Netherlands B.V,84.241.236.218,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc020.mcc204.pub.3gppnetwork.org.,NL_20420_T-Mobile Netherlands B.V,84.241.236.221,False,NL,NL,True,TMO-NL-AS
epdg.epc.mnc069.mcc204.pub.3gppnetwork.org.,NL_20469_KPN Mobile The Netherlands B.V.,62.133.126.254,False,NL,NL,True,KPN KPN National
epdg.epc.mnc001.mcc206.pub.3gppnetwork.org.,BE_20601_Belgacom Mobile,81.169.63.88,False,BE,BE,True,PROXIMUS-ISP-AS
epdg.epc.mnc001.mcc206.pub.3gppnetwork.org.,BE_20601_Belgacom Mobile,81.169.63.80,False,BE,BE,True,PROXIMUS-ISP-AS
epdg.epc.mnc008.mcc206.pub.3gppnetwork.org.,BE_20608_Nethys [fr],185.3.162.80,False,BE,BE,True,ASBRUTELE VOO
epdg.epc.mnc008.mcc206.pub.3gppnetwork.org.,BE_20608_Nethys [fr],185.3.163.80,False,BE,BE,True,ASBRUTELE VOO
epdg.epc.mnc010.mcc206.pub.3gppnetwork.org.,BE_20610_Orange S.A.,212.224.253.168,False,BE,BE,True,ORANGE_BELGIUM_SA New company name is Orange Belgium SA
epdg.epc.mnc010.mcc206.pub.3gppnetwork.org.,BE_20610_Orange S.A.,212.224.253.170,False,BE,BE,True,ORANGE_BELGIUM_SA New company name is Orange Belgium SA
epdg.epc.mnc001.mcc208.pub.3gppnetwork.org.,FR_20801_Orange S.A.,80.12.25.138,False,FR,FR,True,France Telecom - Orange
epdg.epc.mnc001.mcc208.pub.3gppnetwork.org.,FR_20801_Orange S.A.,80.12.36.221,False,FR,FR,True,France Telecom - Orange
epdg.epc.mnc010.mcc208.pub.3gppnetwork.org.,FR_20810_Altice,92.90.28.3,False,FR,FR,True,LDCOMNET
epdg.epc.mnc010.mcc208.pub.3gppnetwork.org.,FR_20810_Altice,92.90.28.1,False,FR,FR,True,LDCOMNET
epdg.epc.mnc010.mcc208.pub.3gppnetwork.org.,FR_20810_Altice,92.90.28.4,False,FR,FR,True,LDCOMNET
epdg.epc.mnc010.mcc208.pub.3gppnetwork.org.,FR_20810_Altice,92.90.28.2,False,FR,FR,True,LDCOMNET
epdg.epc.mnc015.mcc208.pub.3gppnetwork.org.,FR_20815_Free Mobile,212.27.34.142,False,FR,FR,True,PROXAD
epdg.epc.mnc015.mcc208.pub.3gppnetwork.org.,FR_20815_Free Mobile,212.27.34.141,False,FR,FR,True,PROXAD
epdg.epc.mnc017.mcc208.pub.3gppnetwork.org.,FR_20817_Local Exchange Global Operation Services,185.20.10.213,False,FR,FR,True,LEGOS-AS
epdg.epc.mnc020.mcc208.pub.3gppnetwork.org.,FR_20820_Bouygues Telecom,62.201.149.82,False,FR,FR,True,BOUYGTEL-ISP
epdg.epc.mnc020.mcc208.pub.3gppnetwork.org.,FR_20820_Bouygues Telecom,62.201.149.81,False,FR,FR,True,BOUYGTEL-ISP
epdg.epc.mnc026.mcc208.pub.3gppnetwork.org.,FR_20826_Bouygues Telecom - Distribution,193.56.244.208,False,FR,FR,True,EI-TELECOM
epdg.epc.mnc026.mcc208.pub.3gppnetwork.org.,FR_20826_Bouygues Telecom - Distribution,193.56.245.208,False,FR,FR,True,EI-TELECOM
epdg.epc.mnc027.mcc208.pub.3gppnetwork.org.,FR_20827_Coriolis Telecom,92.90.28.3,False,FR,FR,True,LDCOMNET
epdg.epc.mnc027.mcc208.pub.3gppnetwork.org.,FR_20827_Coriolis Telecom,92.90.28.1,False,FR,FR,True,LDCOMNET
epdg.epc.mnc027.mcc208.pub.3gppnetwork.org.,FR_20827_Coriolis Telecom,92.90.28.2,False,FR,FR,True,LDCOMNET
epdg.epc.mnc038.mcc208.pub.3gppnetwork.org.,FR_20838_Lebara France Ltd,84.246.115.151,False,GB,GB,False,LEBARA-AS Lebara limited
epdg.epc.mnc038.mcc208.pub.3gppnetwork.org.,FR_20838_Lebara France Ltd,84.246.113.151,False,GB,GB,False,LEBARA-AS Lebara limited
epdg.epc.mnc010.mcc212.pub.3gppnetwork.org.,MC_21210_Monaco Telecom,82.113.13.195,False,MC,MC,True,AS6758
epdg.epc.mnc001.mcc214.pub.3gppnetwork.org.,ES_21401_Vodafone Spain,212.166.195.11,False,ES,ES,True,VODAFONE_ES
epdg.epc.mnc001.mcc214.pub.3gppnetwork.org.,ES_21401_Vodafone Spain,212.166.195.10,False,ES,ES,True,VODAFONE_ES
epdg.epc.mnc002.mcc214.pub.3gppnetwork.org.,ES_21402_Alta Tecnologia en Comunicacions SL,212.121.254.243,False,ES,ES,True,ALTECOM
epdg.epc.mnc003.mcc214.pub.3gppnetwork.org.,ES_21403_Orange Espagne S.A.U,92.58.249.252,False,ES,ES,True,UNI2-AS
epdg.epc.mnc003.mcc214.pub.3gppnetwork.org.,ES_21403_Orange Espagne S.A.U,92.58.249.253,False,ES,ES,True,UNI2-AS
epdg.epc.mnc005.mcc214.pub.3gppnetwork.org.,ES_21405_Telefónica Móviles España,213.4.100.145,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc005.mcc214.pub.3gppnetwork.org.,ES_21405_Telefónica Móviles España,213.4.100.137,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc005.mcc214.pub.3gppnetwork.org.,ES_21405_Telefónica Móviles España,213.4.100.129,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc005.mcc214.pub.3gppnetwork.org.,ES_21405_Telefónica Móviles España,213.4.100.153,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc007.mcc214.pub.3gppnetwork.org.,ES_21407_Telefónica Móviles España,213.4.100.145,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc007.mcc214.pub.3gppnetwork.org.,ES_21407_Telefónica Móviles España,213.4.100.137,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc007.mcc214.pub.3gppnetwork.org.,ES_21407_Telefónica Móviles España,213.4.100.129,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc007.mcc214.pub.3gppnetwork.org.,ES_21407_Telefónica Móviles España,213.4.100.153,False,ES,ES,True,TELEFONICA_DE_ESPANA
epdg.epc.mnc022.mcc214.pub.3gppnetwork.org.,ES_21422_Best Spain Telecom,79.116.252.219,False,ES,ES,True,DIGISPAINTELECOM
epdg.epc.mnc022.mcc214.pub.3gppnetwork.org.,ES_21422_Best Spain Telecom,79.116.252.213,False,ES,ES,True,DIGISPAINTELECOM
epdg.epc.mnc001.mcc216.pub.3gppnetwork.org.,HU_21601_Telenor Magyarország Zrt.,217.79.139.33,False,HU,HU,True,"CETIN-HU Torokbalint, Hungary"
epdg.epc.mnc001.mcc216.pub.3gppnetwork.org.,HU_21601_Telenor Magyarország Zrt.,217.79.139.41,False,HU,HU,True,"CETIN-HU Torokbalint, Hungary"
